# FromNodeId	ToNodeId
738994	608146
738994	617914
738994	619175
738994	620160
738994	627497
738994	641919
738994	642050
738994	652419
738994	653766
738994	654414
738994	656338
738994	657873
738994	658333
738994	667883
738994	669320
738994	670167
738994	684556
738994	690866
738994	692149
738994	700840
738994	706477
738994	713255
738994	725328
738994	725976
738994	738428
738994	739419
738994	741151
738994	747411
738994	750824
738994	759558
738994	762145
738994	765871
738994	771207
738994	773200
738994	783479
738994	787625
738994	789969
738994	790550
738994	792924
738994	802744
738994	803349
738994	816111
738994	821162
738994	822722
738994	825269
738994	835559
738994	846102
738994	848506
738994	850587
738994	853118
738994	897513
738994	897990
738994	898230
738994	898337
738994	901245
738994	912002
738994	913606
23	97652
23	105248
23	155786
23	399699
23	738198
23	747246
23	749027
23	776695
97652	23
97652	105248
97652	399699
97652	738198
97652	747246
97652	749027
97652	776695
105248	23
105248	97652
105248	399699
105248	738198
105248	747246
105248	749027
105248	776695
155786	77737
155786	163213
155786	213454
155786	221354
155786	228116
155786	310842
155786	355399
155786	449166
155786	488727
155786	535861
155786	608629
155786	649653
155786	700113
155786	705189
155786	758288
155786	763815
155786	769749
155786	796553
155786	820121
155786	882715
155786	903434
399699	155786
399699	160425
399699	183182
399699	376410
399699	533721
399699	544131
399699	685944
399699	755624
399699	824629
399699	881775
399699	894968
738198	23
738198	97652
738198	105248
738198	399699
738198	685944
738198	747246
738198	749027
738198	776695
747246	399699
747246	738198
747246	749027
747246	776695
749027	23
749027	12444
749027	33668
749027	38399
749027	49438
749027	59809
749027	67003
749027	67314
749027	88223
749027	90300
749027	97652
749027	105248
749027	123577
749027	136840
749027	236707
749027	257041
749027	262023
749027	266939
749027	284074
749027	327226
749027	335996
749027	355968
749027	390262
749027	395540
749027	399699
749027	427981
749027	452027
749027	505488
749027	507545
749027	515273
749027	595613
749027	608732
749027	615691
749027	617366
749027	628792
749027	629265
749027	639822
749027	671849
749027	681395
749027	722263
749027	738198
749027	742770
749027	747246
749027	776339
749027	776695
749027	780480
749027	783666
749027	795274
749027	890685
776695	23
776695	97652
776695	105248
776695	399699
776695	481408
776695	738198
776695	747246
776695	749027
24	141906
24	146877
24	466013
24	504140
24	524179
24	767842
141906	146877
141906	466013
141906	504140
141906	813654
146877	148246
146877	385135
146877	407803
146877	415220
146877	433345
146877	504140
146877	559658
146877	692306
146877	745938
146877	816778
146877	874931
466013	385135
466013	504140
466013	559658
466013	816778
466013	874931
504140	9299
504140	65406
504140	68038
504140	106158
504140	110992
504140	142917
504140	213985
504140	262202
504140	345489
504140	378675
504140	418266
504140	455691
504140	502888
504140	566461
504140	643953
504140	719852
504140	859714
504140	860578
504140	871807
524179	141906
524179	146877
524179	466013
524179	504140
524179	767842
767842	141906
767842	146877
767842	466013
767842	504140
767842	524179
25	13825
25	55030
25	132001
25	153967
25	186630
25	274064
25	281234
25	441852
25	779319
25	798597
25	914842
13825	55030
13825	132001
13825	153967
13825	186630
13825	274064
13825	281234
13825	292541
13825	441852
13825	524135
13825	642780
13825	779319
13825	798597
13825	906249
13825	914842
55030	13825
55030	132001
55030	153967
55030	186630
55030	274064
55030	281234
55030	441852
55030	779319
55030	798597
55030	914842
132001	13825
132001	55030
132001	153967
132001	186630
132001	274064
132001	281234
132001	441852
132001	779319
132001	798597
132001	914842
153967	13825
153967	55030
153967	132001
153967	186630
153967	274064
153967	281234
153967	368070
153967	391467
153967	407851
153967	441852
153967	598068
153967	764782
153967	779319
153967	798597
153967	914842
186630	13825
186630	55030
186630	132001
186630	153967
186630	274064
186630	281234
186630	441852
186630	779319
186630	798597
186630	914842
274064	9579
274064	13825
274064	55030
274064	132001
274064	153967
274064	186630
274064	281234
274064	441852
274064	459448
274064	604861
274064	779319
274064	798597
274064	848995
274064	914842
281234	13825
281234	55030
281234	132001
281234	153967
281234	186630
281234	274064
281234	441852
281234	779319
281234	798597
281234	914842
441852	13825
441852	55030
441852	132001
441852	153967
441852	173896
441852	186630
441852	244254
441852	274064
441852	281234
441852	559462
441852	642563
441852	779319
441852	796011
441852	798597
441852	914842
779319	13825
779319	55030
779319	132001
779319	153967
779319	186630
779319	274064
779319	281234
779319	441852
779319	798597
779319	914842
798597	13825
798597	55030
798597	132001
798597	153967
798597	186630
798597	244254
798597	274064
798597	281234
798597	441852
798597	559462
798597	779319
798597	914842
914842	13825
914842	27846
914842	55030
914842	132001
914842	133087
914842	153967
914842	186630
914842	274064
914842	281234
914842	303197
914842	419778
914842	441852
914842	607751
914842	639576
914842	779319
914842	798597
26	97056
26	175140
26	316341
26	866449
97056	129991
97056	240396
97056	900003
175140	96847
175140	224864
175140	780355
316341	839729
866449	97056
866449	175140
866449	316341
27	47401
27	96333
27	135295
27	167262
27	265105
27	286493
27	377410
27	380942
27	440998
27	466467
27	479492
27	675403
27	701137
